town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Pompton Plains,316,187,599000,625000,3.64,20100,3.7,18858,29.9,62,
Randolph,931,585,735000,779900,3.89,26000,5.18,37886,28.9,64,
Roseland,243,94,749950,772500,5.32,37500,6.28,47507,25.5,64,
Scotch Plains,848,536,817000,872560,5.44,38050,6.86,60436,27.4,62,
Short Hills,562,401,2188000,2280000,3.21,55000,5.06,78908,40.6,66,
South Orange,676,446,925000,1072551,8.97,75000,11.29,110918,16.6,62,
South Plainfield,765,465,529999,555000,3.33,18000,4.06,20517,26.5,65,
Springfield,639,349,625000,660000,4.01,22000,4.88,31733,26.4,63,
Stirling,92,54,624950,667500,3.66,21000,5.11,33242,31.5,63,
Summit,900,611,1275000,1400000,7.57,80000,8.89,113704,26.7,61,
Totowa,366,151,599900,625000,3.59,21000,3.29,15442,31.1,73,
Towaco,141,102,700000,722500,1.84,15550,4.13,38443,35.3,64,
Verona,656,350,649000,714500,5.97,30550,8.47,64337,30.6,61,
Warren,747,446,1150000,1177500,0.0,0,0.75,1211,56.1,73,
Watchung,227,154,987000,999500,0.0,0,2.05,15194,51.9,76,
Wayne,1948,1122,669000,710000,4.48,28000,5.28,36953,24.6,66,
West Caldwell,123,46,674450,745000,10.19,63555,8.89,58794,17.4,62,
West Orange,2022,1061,599900,653500,7.3,41000,8.56,53728,21.2,62,
Westfield,1285,842,1150000,1262500,5.52,60000,7.4,77661,26.4,59,
Woodbridge,769,467,429000,450000,2.76,12000,3.82,16278,30.4,68,
Woodland Park,770,361,580000,600000,3.73,20100,4.64,26474,28.8,68,
