address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
7 OVERLOOK AVENUE,07052,West Orange,2024-07-10,2024-08-21,48,719000,800000,11.27,Single Family,,"listing_scrape,nj_records"
344 GREGORY AVENUE,07052,West Orange,2024-07-17,2024-08-23,42,799000,900000,12.64,Single Family,year_built,"listing_scrape,nj_records"
523 VALLEY ROAD,07052,West Orange,2024-07-18,2024-08-23,41,619900,685000,10.5,Multi-Family,,"listing_scrape,nj_records"
12 ELLISON AVE,07052,West Orange,2024-07-17,2024-08-25,43,989000,1267625,28.17,Single Family,,"listing_scrape,nj_records"
408 DIGAETANO TER.,07052,West Orange,2024-06-27,2024-09-03,73,575000,550000,-4.35,Condo,year_built,"listing_scrape,nj_records"
24 WALDECK CT.,07052,West Orange,2024-06-17,2024-09-10,90,629900,650000,3.19,Condo,,"listing_scrape,nj_records"
5 OAK CREST ROAD,07052,West Orange,2024-07-30,2024-09-12,49,695000,825000,18.71,Single Family,,"listing_scrape,nj_records"
22 ROCK SPRING ROAD,07052,West Orange,2024-08-01,2024-09-18,54,995000,1220000,22.61,Single Family,,"listing_scrape,nj_records"
11 MAYFAIR DRIVE,07052,West Orange,2024-08-12,2024-09-24,48,429000,511000,19.11,Single Family,,"listing_scrape,nj_records"
13 DAWSON AVENUE,07052,West Orange,2024-06-03,2024-10-15,149,699000,699000,0.0,Single Family,,"listing_scrape,nj_records"
21-23 LAFAYETTE STREET,07052,West Orange,2024-08-29,2024-10-22,60,689000,650000,-5.66,Multi-Family,,"listing_scrape,nj_records"
6 WESSMAN DRIVE,07052,West Orange,2024-09-01,2024-11-02,88,660000,666000,0.91,Single Family,sold_date,"listing_scrape,nj_records"
10 CERONE COURT,07052,West Orange,2024-09-23,2024-11-04,58,449000,485000,8.02,Condo,,"listing_scrape,nj_records"
8 FAIRMOUNT TERRACE,07052,West Orange,2024-07-21,2024-11-05,113,539000,551000,2.23,Single Family,,"listing_scrape,nj_records"
125 COCCIO DRIVE,07052,West Orange,2024-09-27,2024-11-12,51,419000,450000,7.4,Condo,year_built,"listing_scrape,nj_records"
26 DONLAVAGE WAY,07052,West Orange,2024-09-10,2024-11-12,72,1049000,1125000,7.24,Townhouse,,"listing_scrape,nj_records"
3 BRADLEY TERRACE,07052,West Orange,2024-10-07,2024-11-15,31,599000,730000,21.87,Single Family,,"listing_scrape,nj_records"
2 SCHMITT ROAD,07052,West Orange,2024-10-30,2024-12-05,43,699000,710000,1.57,Single Family,,"listing_scrape,nj_records"
1087 SMITH MANOR BLVD,07052,West Orange,2024-10-15,2024-12-10,72,625000,630000,0.8,Condo,,"listing_scrape,nj_records"
41 ORANGE HEIGHTS AVENUE,07052,West Orange,2024-10-31,2024-12-11,49,659000,768000,16.54,Single Family,,"listing_scrape,nj_records"
26 MORRIS ROAD,07052,West Orange,2024-11-05,2024-12-12,42,409999,490000,19.51,Single Family,,"listing_scrape,nj_records"
672 EAGLE ROCK AVENUE,07052,West Orange,2024-11-07,2024-12-12,46,499000,570000,14.23,Single Family,,"listing_scrape,nj_records"
93 WHITTLESEY AVENUE,07052,West Orange,2024-10-22,2024-12-16,61,440000,562000,27.73,Multi-Family,,"listing_scrape,nj_records"
8 MARIE TERRACE,07052,West Orange,2024-11-12,2024-12-20,47,649000,725000,11.71,Single Family,,"listing_scrape,nj_records"
10 BIRCHWOOD AVENUE,07052,West Orange,2024-10-23,2025-01-08,81,650000,735000,13.08,Single Family,,"listing_scrape,nj_records"
10 RED HILL ROAD,07059,Warren,2023-04-19,2023-07-20,96,749900,790000,5.35,Single Family,year_built,"listing_scrape,nj_records"
3 PALMWOOD WAY,07059,Warren,2023-05-04,2023-07-20,81,1389000,1300000,-6.41,Single Family,,"listing_scrape,nj_records"
17 CROWN DRIVE,07059,Warren,2023-06-20,2023-08-03,48,1150000,1175000,2.17,Single Family,,"listing_scrape,nj_records"
21 NORTH ROAD,07059,Warren,2023-06-01,2023-08-24,61,399000,435000,9.02,Single Family,sold_date,"listing_scrape,nj_records"
9 STRAWBERRY LANE,07059,Warren,2023-07-11,2023-09-13,72,1549000,1625000,4.91,Single Family,,"listing_scrape,nj_records"
18 OLSEN DRIVE,07059,Warren,2023-08-09,2023-10-09,82,879000,1100000,25.14,Single Family,sold_date,"listing_scrape,nj_records"
14 BLUE JAY COURT,07059,Warren,2023-08-01,2023-11-01,99,1625000,1500000,-7.69,Single Family,,"listing_scrape,nj_records"
48 SKYLINE DRIVE,07059,Warren,2023-10-27,2024-01-12,81,1149900,1100000,-4.34,Single Family,,"listing_scrape,nj_records"
118 MOUNT HOREB ROAD,07059,Warren,2024-04-11,2024-04-18,18,850000,946000,11.29,Single Family,year_built,"listing_scrape,nj_records"
12 PUDDINGSTONE WAY,07059,Warren,2024-03-06,2024-06-15,110,1300000,1360000,4.62,Single Family,,"listing_scrape,nj_records"
8 GEIGER LANE,07059,Warren,2024-04-30,2024-07-02,69,1150000,1300000,13.04,Single Family,,"listing_scrape,nj_records"
2 CORY BROOK ROAD,07059,Warren,2024-05-10,2024-07-10,65,1979000,2080000,5.1,Single Family,,"listing_scrape,nj_records"
3 HILL HOLLOW ROAD,07059,Warren,2024-08-27,2024-08-08,2,1700000,1690000,-0.59,Single Family,sold_date;year_built,"listing_scrape,nj_records"
26 HILLCREST BLVD.,07059,Warren,2024-06-28,2024-08-23,60,1699000,1707000,0.47,Single Family,,"listing_scrape,nj_records"
264 KING GEORGE ROAD,07059,Warren,2024-07-14,2024-09-06,59,699900,720000,2.87,Single Family,,"listing_scrape,nj_records"
73 MOUNT BETHEL ROAD,07059,Warren,2024-04-23,2024-09-06,141,1325000,1329000,0.3,Single Family,,"listing_scrape,nj_records"
65 OLD STIRLING ROAD,07059,Warren,2024-09-20,2024-11-07,52,899000,930000,3.45,Single Family,,"listing_scrape,nj_records"
4 NORTH OAKS COURT,07059,Warren,2024-09-27,2024-12-09,79,2350000,2100000,-10.64,Single Family,,"listing_scrape,nj_records"
506 OAK RIDGE ROAD,07066,Clark,2023-06-21,2023-08-02,61,489000,515000,5.32,Single Family,,"listing_scrape,nj_records"
1171 LAKE AVE,07066,Clark,2023-07-26,2023-09-13,53,699999,701000,0.14,Single Family,,"listing_scrape,nj_records"
12 BLAKE DR,07066,Clark,2023-07-21,2023-10-01,81,450000,540000,20.0,Single Family,,"listing_scrape,nj_records"
71 WASHINGTON ST,07066,Clark,2023-09-05,2023-10-13,48,499900,505000,1.02,Single Family,year_built,"listing_scrape,nj_records"
25 SUNSET DR,07066,Clark,2023-09-07,2023-10-20,49,779900,782500,0.33,Single Family,,"listing_scrape,nj_records"
79 SKYLINE DR,07066,Clark,2023-10-02,2023-11-08,41,725000,810000,11.72,Single Family,,"listing_scrape,nj_records"
432 OAK RIDGE ROAD,07066,Clark,2023-07-12,2023-11-09,137,674900,640000,-5.17,Single Family,,"listing_scrape,nj_records"
62 HUTCHINSON ST,07066,Clark,2023-11-03,2023-12-16,54,400000,428000,7.0,Single Family,,"listing_scrape,nj_records"
31 FLORENCE DR,07066,Clark,2023-12-07,2024-03-13,101,389999,406000,4.1,Single Family,,"listing_scrape,nj_records"
1158 Lake Ave Unit 1158,07066,Clark,2024-03-01,2024-04-01,41,275000,296000,7.64,Condo,,"listing_scrape,nj_records"
1567 FRANKLIN ST,07066,Clark,2024-02-26,2024-04-03,42,625000,650000,4.0,Single Family,,"listing_scrape,nj_records"
31 WENDELL PL,07066,Clark,2024-02-09,2024-04-04,62,725000,850000,17.24,Single Family,year_built,"listing_scrape,nj_records"
114 JOHN ST,07066,Clark,2024-03-05,2024-04-09,55,919000,935000,1.74,Single Family,,"listing_scrape,nj_records"
28 ROSS ST,07066,Clark,2024-04-30,2024-06-01,40,499000,560000,12.22,Single Family,year_built,"listing_scrape,nj_records"
4 DURHAM DR,07066,Clark,2024-04-10,2024-06-06,70,599900,670000,11.69,Single Family,year_built,"listing_scrape,nj_records"
4 HOLLANDER HILL CT,07066,Clark,2024-03-25,2024-06-06,78,1490000,1450000,-2.68,Single Family,lot_sqft,"listing_scrape,nj_records"
352 WEST LANE,07066,Clark,2024-05-14,2024-06-07,44,549000,580000,5.65,Single Family,,"listing_scrape,nj_records"
1669 RARITAN ROAD,07066,Clark,2024-04-16,2024-06-14,65,539000,552000,2.41,Single Family,,"listing_scrape,nj_records"
531 VALLEY ROAD,07066,Clark,2024-05-28,2024-07-03,55,575000,625000,8.7,Single Family,,"listing_scrape,nj_records"
5 FLORENCE DR,07066,Clark,2024-04-30,2024-07-11,76,525000,611000,16.38,Single Family,,"listing_scrape,nj_records"
827 LAKE AVE,07066,Clark,2024-04-05,2024-07-17,111,795000,768000,-3.4,Single Family,,"listing_scrape,nj_records"
59 JAMES AVE,07066,Clark,2024-05-01,2024-07-19,85,679000,640000,-5.74,Single Family,year_built,"listing_scrape,nj_records"
10 WHITTIER ROAD,07066,Clark,2024-05-31,2024-08-01,68,565000,585000,3.54,Single Family,,"listing_scrape,nj_records"
3 MAPLE ST,07066,Clark,2024-07-06,2024-08-02,33,599000,635000,6.01,Single Family,,"listing_scrape,nj_records"
13 FLORENCE DR,07066,Clark,2024-07-11,2024-08-05,35,550000,602000,9.45,Single Family,year_built,"listing_scrape,nj_records"
142 BROADWAY,07066,Clark,2024-06-25,2024-09-18,96,599999,565000,-5.83,Single Family,,"listing_scrape,nj_records"
20 WASHINGTON UNIT16APT1B,07066,Clark,2024-10-11,2024-11-11,41,269000,280000,4.09,Condo,,"listing_scrape,nj_records"
1663 RARITAN ROAD,07066,Clark,2024-07-29,2024-12-12,143,550000,525000,-4.55,Single Family,,"listing_scrape,nj_records"
8 IVY ST,07066,Clark,2024-10-08,2024-12-24,72,989000,965000,-2.43,Single Family,year_built,"listing_scrape,nj_records"
1 PATRICIA AVE,07067,Colonia,2023-04-08,2023-07-06,94,399000,455000,14.04,Single Family,garage,"listing_scrape,nj_records"
40 QUAKER LN,07067,Colonia,2023-04-21,2023-07-21,97,555000,570000,2.7,Single Family,,"listing_scrape,nj_records"
164 DEVON RD,07067,Colonia,2023-05-24,2023-07-25,67,649900,700000,7.71,Single Family,year_built;garage,"listing_scrape,nj_records"
480 FAIRVIEW AVE,07067,Colonia,2023-05-17,2023-07-26,74,515000,530000,2.91,Single Family,,"listing_scrape,nj_records"
21 BROOKSIDE CT,07067,Colonia,2023-05-02,2023-08-02,96,440000,477000,8.41,Single Family,,"listing_scrape,nj_records"
63 KIMBERLY RD,07067,Colonia,2023-06-14,2023-08-08,62,549000,605000,10.2,Single Family,,"listing_scrape,nj_records"
13 HIGHFIELD RD,07067,Colonia,2023-07-21,2023-09-06,53,499555,560000,12.1,Single Family,,"listing_scrape,nj_records"
453 FAIRVIEW AVE,07067,Colonia,2023-07-14,2023-09-08,62,499900,510000,2.02,Single Family,,"listing_scrape,nj_records"
28 SHARON CT,07067,Colonia,2023-07-24,2023-09-11,56,594900,650000,9.26,Single Family,,"listing_scrape,nj_records"
62 TIMBERLANE DR,07067,Colonia,2023-07-14,2023-09-12,68,699000,699000,0.0,Single Family,,"listing_scrape,nj_records"
9 STARLIGHT DR,07067,Colonia,2023-07-18,2023-09-13,62,540000,555000,2.78,Single Family,,"listing_scrape,nj_records"
20 ALEXIS CT,07067,Colonia,2023-07-18,2023-09-14,70,799900,820000,2.51,Single Family,,"listing_scrape,nj_records"
40 NEPTUNE PL,07067,Colonia,2023-05-21,2023-09-15,127,589000,620000,5.26,Single Family,,"listing_scrape,nj_records"
139-139 Garfield Ave,07067,Colonia,2023-07-28,2023-09-20,61,535000,535000,0.0,Multi-Family,,"listing_scrape,nj_records"
121 HIGHFIELD RD,07067,Colonia,2023-09-19,2023-11-07,57,469999,500000,6.38,Single Family,,"listing_scrape,nj_records"
26 CORAL CT,07067,Colonia,2023-08-18,2023-11-09,87,549000,595000,8.38,Single Family,garage,"listing_scrape,nj_records"
32 Middle Hill Rd,07067,Colonia,2023-09-11,2023-11-09,78,724900,730000,0.7,Single Family,,"listing_scrape,nj_records"
92 N LINCOLN AVE,07067,Colonia,2023-10-04,2023-12-15,83,895000,875000,-2.23,Single Family,,"listing_scrape,nj_records"
75 CAMEO PL,07067,Colonia,2023-11-02,2024-01-11,80,485000,510000,5.15,Single Family,,"listing_scrape,nj_records"
77 S CLIFF RD,07067,Colonia,2023-09-08,2024-01-15,139,659750,650000,-1.48,Single Family,,"listing_scrape,nj_records"
28 DAVID CT,07067,Colonia,2023-12-14,2024-02-09,61,424000,479000,12.97,Single Family,,"listing_scrape,nj_records"
35 RAVINE DR,07067,Colonia,2024-01-17,2024-02-09,35,777000,825000,6.18,Single Family,garage,"listing_scrape,nj_records"
38 AMHERST AVE,07067,Colonia,2023-07-29,2024-02-16,213,479900,480000,0.02,Single Family,,"listing_scrape,nj_records"
78 ROOSEVELT AVE,07067,Colonia,2023-10-19,2024-02-16,126,599000,571000,-4.67,Single Family,,"listing_scrape,nj_records"
94 DEWEY AVE,07067,Colonia,2023-12-12,2024-02-21,78,469900,475000,1.09,Single Family,,"listing_scrape,nj_records"
3 MADDIE CT,07067,Colonia,2022-10-29,2024-02-23,487,959000,959000,0.0,Single Family,,"listing_scrape,nj_records"
21 PENNINGTON AVE,07067,Colonia,2024-01-03,2024-03-04,67,670000,710000,5.97,Single Family,,"listing_scrape,nj_records"
27 HAYES AVE,07067,Colonia,2024-01-29,2024-03-08,45,465000,505000,8.6,Single Family,,"listing_scrape,nj_records"
34 S CLIFF RD,07067,Colonia,2024-01-18,2024-03-08,55,599000,685555,14.45,Single Family,,"listing_scrape,nj_records"
15 FREDERICK AVE,07067,Colonia,2024-02-17,2024-04-09,57,470000,495000,5.32,Single Family,,"listing_scrape,nj_records"
373 FAIRVIEW AVE,07067,Colonia,2024-01-03,2024-04-09,110,509000,510000,0.2,Single Family,,"listing_scrape,nj_records"
55 WATER ST,07067,Colonia,2024-02-15,2024-04-23,74,489900,550000,12.27,Single Family,year_built,"listing_scrape,nj_records"
350 LAKE AVE,07067,Colonia,2024-03-20,2024-05-15,60,529900,565000,6.62,Single Family,,"listing_scrape,nj_records"
25 OXFORD RD,07067,Colonia,2024-04-19,2024-05-16,34,459900,526150,14.41,Single Family,,"listing_scrape,nj_records"
63 KLINE BLVD,07067,Colonia,2024-03-07,2024-05-17,76,750000,810000,8.0,Single Family,,"listing_scrape,nj_records"
190 MC FARLANE RD,07067,Colonia,2024-03-20,2024-06-05,99,450000,465000,3.33,Single Family,,"listing_scrape,nj_records"
157 SAVOTH LANE,07067,Colonia,2024-03-28,2024-06-06,77,625000,610000,-2.4,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
110 INWOOD AVE,07067,Colonia,2024-03-30,2024-07-07,113,649000,729900,12.47,Single Family,year_built,"listing_scrape,nj_records"
227 NEW DOVER RD,07067,Colonia,2024-05-31,2024-07-17,55,390000,450000,15.38,Single Family,,"listing_scrape,nj_records"
24 BRAMHALL RD,07067,Colonia,2024-04-11,2024-07-17,102,449000,490000,9.13,Single Family,,"listing_scrape,nj_records"
39 PINE TREE DR,07067,Colonia,2024-05-16,2024-08-05,90,630000,655000,3.97,Single Family,,"listing_scrape,nj_records"
624 NEW DOVER RD,07067,Colonia,2024-05-30,2024-08-14,84,1099000,998000,-9.19,Single Family,,"listing_scrape,nj_records"
13 RAINBOW DR,07067,Colonia,2024-05-30,2024-08-16,84,649900,639288,-1.63,Single Family,,"listing_scrape,nj_records"
32 E SHIRLEY AVE,07067,Colonia,2024-06-19,2024-08-16,69,499900,539000,7.82,Single Family,,"listing_scrape,nj_records"
2 RIDGE LN,07067,Colonia,2024-05-31,2024-08-22,89,899000,850000,-5.45,Single Family,garage,"listing_scrape,nj_records"
178 IRENE CT,07067,Colonia,2024-06-07,2024-09-03,96,554000,567000,2.35,Single Family,,"listing_scrape,nj_records"
64 ENFIELD RD,07067,Colonia,2024-07-25,2024-09-04,49,639900,702000,9.7,Single Family,,"listing_scrape,nj_records"
90 EDGEWOOD AVE,07067,Colonia,2024-07-17,2024-09-20,70,540000,555000,2.78,Single Family,,"listing_scrape,nj_records"
155 SAVOTH LANE,07067,Colonia,2024-08-12,2024-10-10,65,679900,711000,4.57,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
107 CLAREMONT AVE,07067,Colonia,2024-08-09,2024-10-11,68,500000,605099,21.02,Single Family,,"listing_scrape,nj_records"
42 W CLIFF RD,07067,Colonia,2024-08-15,2024-10-11,70,589000,575000,-2.38,Single Family,,"listing_scrape,nj_records"
56 NORMANDY RD,07067,Colonia,2024-08-22,2024-10-11,55,475000,475000,0.0,Single Family,,"listing_scrape,nj_records"
34 GLENDALE RD,07067,Colonia,2024-09-17,2024-10-22,40,630000,610000,-3.17,Single Family,,"listing_scrape,nj_records"
14 LINDA AVE,07067,Colonia,2024-08-21,2024-11-01,76,525000,565000,7.62,Single Family,,"listing_scrape,nj_records"
307 COLONIA BLVD,07067,Colonia,2024-08-27,2024-11-07,78,539000,543000,0.74,Single Family,,"listing_scrape,nj_records"
12 N PENNSYLVANIA AVE,07067,Colonia,2024-08-24,2024-11-12,94,529900,535000,0.96,Single Family,,"listing_scrape,nj_records"
77 ALBEMARLE RD,07067,Colonia,2024-09-04,2024-11-14,77,495000,550000,11.11,Single Family,,"listing_scrape,nj_records"
2 RALL COURT,07068,Roseland,2023-05-31,2023-07-05,53,659000,825825,25.31,Single Family,,"listing_scrape,nj_records"
28 CAMLET COURT,07068,Roseland,2023-05-05,2023-08-07,100,739000,725000,-1.89,Condo,year_built,"listing_scrape,nj_records"
93 EAGLE ROCK AVENUE,07068,Roseland,2023-06-22,2023-08-16,62,769000,875000,13.78,Single Family,,"listing_scrape,nj_records"
40 MINNISINK DRIVE,07068,Roseland,2023-08-16,2023-09-21,42,478000,500000,4.6,Townhouse,,"listing_scrape,nj_records"
39 PACIO COURT,07068,Roseland,2023-08-04,2023-10-11,74,915000,915000,0.0,Condo,,"listing_scrape,nj_records"
118 HARRISON AVE,07068,Roseland,2023-08-02,2024-04-04,250,599000,630000,5.18,Single Family,,"listing_scrape,nj_records"
3 PHILLIPS LANE,07068,Roseland,2024-02-20,2024-04-09,69,869000,932000,7.25,Single Family,,"listing_scrape,nj_records"
49 WILLIAMSBURG DR,07068,Roseland,2024-05-05,2024-06-21,53,950000,1100000,15.79,Single Family,,"listing_scrape,nj_records"
20 LENAPE DRIVE,07068,Roseland,2024-07-08,2024-08-06,36,479000,541000,12.94,Condo,,"listing_scrape,nj_records"
7 OAK DR,07068,Roseland,2024-06-27,2024-08-14,55,599000,675000,12.69,Single Family,,"listing_scrape,nj_records"
28 CLEMENTS COURT   C0078,07068,Roseland,2024-07-05,2024-09-10,72,660000,650000,-1.52,Condo,,"listing_scrape,nj_records"
305 RIDGE ROAD,07069,Watchung,2023-08-02,2023-09-06,42,699999,760000,8.57,Single Family,,"listing_scrape,nj_records"
52 REDMONT ROAD,07069,Watchung,2024-01-30,2024-04-05,70,1495000,1711152,14.46,Single Family,,"listing_scrape,nj_records"
62 GUINARD DRIVE,07069,Watchung,2024-05-02,2024-06-05,38,799000,800000,0.13,Single Family,,"listing_scrape,nj_records"
115 NOTTINGHAM DRIVE,07069,Watchung,2024-06-19,2024-07-22,39,1050000,1170000,11.43,Single Family,,"listing_scrape,nj_records"
332 JOHNSTON DRIVE,07069,Watchung,2024-06-10,2024-10-10,128,1149000,1115000,-2.96,Single Family,,"listing_scrape,nj_records"
384 RIDGEVIEW AVE,07076,Scotch Plains,2023-05-18,2023-07-01,53,375000,435000,16.0,Single Family,,"listing_scrape,nj_records"
703 DONATO CIRCLE,07076,Scotch Plains,2023-05-21,2023-07-06,50,459000,487500,6.21,Condo,,"listing_scrape,nj_records"
366 MONTAGUE AVE,07076,Scotch Plains,2023-04-08,2023-07-12,109,927000,999000,7.77,Single Family,,"listing_scrape,nj_records"
428 JERUSALEM ROAD,07076,Scotch Plains,2023-03-13,2023-07-12,125,560000,560000,0.0,Single Family,,"listing_scrape,nj_records"
2137 BUTTONWOOD LANE,07076,Scotch Plains,2023-05-16,2023-07-13,72,849000,876000,3.18,Single Family,,"listing_scrape,nj_records"
53 HIGHLANDER DRIVE,07076,Scotch Plains,2023-06-01,2023-07-14,53,1100000,1250000,13.64,Single Family,,"listing_scrape,nj_records"
502 DONATO CIRCLE,07076,Scotch Plains,2023-05-05,2023-07-19,79,395000,430000,8.86,Townhouse,,"listing_scrape,nj_records"
414 UNION AVE,07076,Scotch Plains,2023-05-13,2023-07-21,73,514900,536000,4.1,Single Family,,"listing_scrape,nj_records"
1423 SYLVAN LANE,07076,Scotch Plains,2023-05-17,2023-07-25,74,829000,999999,20.63,Single Family,,"listing_scrape,nj_records"
1129 HETFIELD AVE,07076,Scotch Plains,2023-07-06,2023-08-04,33,1249000,1376000,10.17,Single Family,,"listing_scrape,nj_records"
1167 LENAPE WAY,07076,Scotch Plains,2023-06-23,2023-08-07,55,1695000,1750000,3.24,Single Family,,"listing_scrape,nj_records"
2245 COLES AVE,07076,Scotch Plains,2023-07-05,2023-08-11,43,785000,845500,7.71,Single Family,,"listing_scrape,nj_records"
4 BALFOUR LANE,07076,Scotch Plains,2023-04-19,2023-08-11,118,1649000,1649000,0.0,Single Family,,"listing_scrape,nj_records"
415 WILLOW AVE,07076,Scotch Plains,2023-06-08,2023-08-11,69,630000,640000,1.59,Single Family,,"listing_scrape,nj_records"
534 BEVERLY AVENUE,07076,Scotch Plains,2023-06-29,2023-08-11,47,375000,400000,6.67,Single Family,,"listing_scrape,nj_records"
18 BLACK BIRCH ROAD,07076,Scotch Plains,2023-06-09,2023-08-15,72,1125000,1200000,6.67,Single Family,,"listing_scrape,nj_records"
7 FIELDS LANE,07076,Scotch Plains,2023-07-19,2023-09-11,70,1050000,1251000,19.14,Single Family,,"listing_scrape,nj_records"
210 MOUNTAINVIEW AVE,07076,Scotch Plains,2023-06-21,2023-09-13,90,699900,775000,10.73,Single Family,year_built,"listing_scrape,nj_records"
1126 HETFIELD AVE,07076,Scotch Plains,2023-09-20,2023-11-08,58,1249000,1249000,0.0,Single Family,,"listing_scrape,nj_records"
317 WILLIAM ST,07076,Scotch Plains,2023-09-28,2023-11-08,47,549000,585000,6.56,Single Family,,"listing_scrape,nj_records"
2509 SMITH ST,07076,Scotch Plains,2023-10-06,2023-11-20,53,899000,915000,1.78,Single Family,year_built,"listing_scrape,nj_records"
366 MYRTLE AVE,07076,Scotch Plains,2023-07-31,2024-01-19,182,849999,850000,0.0,Single Family,year_built,"listing_scrape,nj_records"
224 WILLOW AVE,07076,Scotch Plains,2023-11-15,2024-02-05,92,769000,750000,-2.47,Single Family,,"listing_scrape,nj_records"
2079 WESTFIELD AVE,07076,Scotch Plains,2023-12-13,2024-03-01,85,729000,730000,0.14,Single Family,year_built;garage,"listing_scrape,nj_records"
404 JERUSALEM ROAD,07076,Scotch Plains,2024-03-01,2024-04-04,45,524900,547500,4.31,Single Family,year_built;garage,"listing_scrape,nj_records"
31 CLYDESDALE ROAD,07076,Scotch Plains,2024-02-14,2024-04-12,64,1085000,1295000,19.35,Single Family,,"listing_scrape,nj_records"
9 Shirewood Dr,07076,Scotch Plains,2024-03-06,2024-04-13,53,945000,1207000,27.72,Single Family,,"listing_scrape,nj_records"
2218 EVERGREEN AVE,07076,Scotch Plains,2024-03-20,2024-04-25,40,575000,765000,33.04,Single Family,year_built,"listing_scrape,nj_records"
610 DONATO CIRCLE,07076,Scotch Plains,2024-04-12,2024-05-26,48,499000,565000,13.23,Condo,year_built,"listing_scrape,nj_records"
511 WILLIAM ST,07076,Scotch Plains,2024-04-19,2024-06-05,68,615500,682000,10.8,Single Family,sold_date;year_built,"listing_scrape,nj_records"
6 TEMPE COURT,07076,Scotch Plains,2024-04-03,2024-06-05,67,899900,1020000,13.35,Single Family,,"listing_scrape,nj_records"
338 WARREN ST,07076,Scotch Plains,2024-04-11,2024-06-07,62,875000,985000,12.57,Single Family,year_built,"listing_scrape,nj_records"
2092 MAPLEVIEW COURT,07076,Scotch Plains,2024-02-15,2024-06-11,125,899000,825000,-8.23,Single Family,,"listing_scrape,nj_records"
387 ROBERTS LN,07076,Scotch Plains,2024-04-02,2024-06-15,84,945000,1050000,11.11,Single Family,,"listing_scrape,nj_records"
235 HAVEN AVE,07076,Scotch Plains,2024-05-31,2024-07-03,60,479000,500000,4.38,Single Family,sold_date,"listing_scrape,nj_records"
14 WEDGEWOOD WAY,07076,Scotch Plains,2024-04-11,2024-07-11,104,1399000,1399000,0.0,Single Family,garage,"listing_scrape,nj_records"
23 HIGHLANDER DRIVE,07076,Scotch Plains,2024-04-10,2024-07-18,104,1785000,1950000,9.24,Single Family,,"listing_scrape,nj_records"
37 FIELDCREST DRIVE,07076,Scotch Plains,2024-06-27,2024-08-01,42,900000,990000,10.0,Single Family,year_built,"listing_scrape,nj_records"
395 ROBERTS LN,07076,Scotch Plains,2024-06-26,2024-08-07,57,679000,695000,2.36,Single Family,,"listing_scrape,nj_records"
789 MUIR TERRACE,07076,Scotch Plains,2024-07-04,2024-08-08,47,1150000,1165000,1.3,Single Family,,"listing_scrape,nj_records"
1994 BIRCH ST,07076,Scotch Plains,2024-06-17,2024-08-09,66,899000,880000,-2.11,Single Family,year_built,"listing_scrape,nj_records"
396 PARK VIEW DRIVE,07076,Scotch Plains,2024-07-11,2024-08-16,45,999000,1010000,1.1,Single Family,,"listing_scrape,nj_records"
611 DONATO CIRCLE,07076,Scotch Plains,2024-07-19,2024-08-21,40,525000,525000,0.0,Condo,,"listing_scrape,nj_records"
3 WILSHIRE RUN,07076,Scotch Plains,2024-05-29,2024-09-05,106,1320000,1194000,-9.55,Single Family,,"listing_scrape,nj_records"
2055 NICHOLL AVE,07076,Scotch Plains,2024-07-11,2024-09-06,61,799999,835000,4.38,Single Family,,"listing_scrape,nj_records"
1 HEATHER LANE,07076,Scotch Plains,2024-07-13,2024-09-11,68,845000,974499,15.33,Single Family,,"listing_scrape,nj_records"
1220 SUNNYFIELD LANE,07076,Scotch Plains,2024-05-31,2024-10-02,129,1499000,1500000,0.07,Single Family,year_built,"listing_scrape,nj_records"
2077 PRINCETON AVE,07076,Scotch Plains,2024-09-06,2024-11-08,81,725000,755000,4.14,Single Family,,"listing_scrape,nj_records"
1425 GOLF ST,07076,Scotch Plains,2024-10-04,2024-11-12,45,999000,990000,-0.9,Single Family,,"listing_scrape,nj_records"
2415 PARK PL,07076,Scotch Plains,2024-10-31,2024-12-11,46,539999,550000,1.85,Multi-Family,lot_sqft,"listing_scrape,nj_records"
14 WAREHAM VILLAGE,07076,Scotch Plains,2024-11-05,2024-12-12,44,549000,575000,4.74,Condo,,"listing_scrape,nj_records"
17 FERNCLIFF TERRACE,07078,Short Hills,2023-05-11,2023-07-05,60,1895000,2250000,18.73,Single Family,year_built,"listing_scrape,nj_records"
142 CANOE BROOK ROAD,07078,Short Hills,2023-04-28,2023-07-06,76,1395000,1511000,8.32,Single Family,,"listing_scrape,nj_records"
20 QUAKER ROAD,07078,Short Hills,2023-04-07,2023-07-06,97,1795000,2147000,19.61,Single Family,,"listing_scrape,nj_records"
44 FAIRFIELD DRIVE,07078,Short Hills,2023-03-28,2023-07-12,111,2580000,2450000,-5.04,Single Family,,"listing_scrape,nj_records"
18 SOUTH TERRACE,07078,Short Hills,2023-05-24,2023-07-14,57,995000,965000,-3.02,Single Family,year_built,"listing_scrape,nj_records"
20 OVERLOOK TERRACE,07078,Short Hills,2023-06-09,2023-07-14,46,1598000,1700000,6.38,Single Family,,"listing_scrape,nj_records"
179 WESTERN DRIVE,07078,Short Hills,2023-04-26,2023-07-17,92,2950000,3200000,8.47,Single Family,,"listing_scrape,nj_records"
