address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
28 WHITNEY ROAD,07078,Short Hills,2023-06-07,2023-07-17,48,2280000,2180000,-4.39,Single Family,,"listing_scrape,nj_records"
26 CONISTON ROAD,07078,Short Hills,2023-04-12,2023-07-19,103,1895000,1905000,0.53,Single Family,lot_sqft,"listing_scrape,nj_records"
3 BRANTWOOD TERRACE,07078,Short Hills,2023-06-07,2023-07-19,50,2695000,2695000,0.0,Single Family,,"listing_scrape,nj_records"
12 FALMOUTH STREET,07078,Short Hills,2023-06-07,2023-08-08,69,2650000,2750000,3.77,Single Family,year_built,"listing_scrape,nj_records"
54 HILLSIDE AVENUE,07078,Short Hills,2023-06-07,2023-08-16,75,2285000,2400000,5.03,Single Family,,"listing_scrape,nj_records"
17 FARMSTEAD ROAD,07078,Short Hills,2023-06-14,2023-08-17,74,2599000,2599000,0.0,Single Family,,"listing_scrape,nj_records"
10 BRANTWOOD TERRACE,07078,Short Hills,2023-06-22,2023-08-25,69,1795000,1800000,0.28,Single Family,,"listing_scrape,nj_records"
18 QUAKER ROAD,07078,Short Hills,2023-05-03,2023-08-25,119,1825000,2025000,10.96,Single Family,,"listing_scrape,nj_records"
27 CANOE BROOK ROAD,07078,Short Hills,2023-05-31,2023-09-06,106,2799000,2925000,4.5,Single Family,,"listing_scrape,nj_records"
14 KEAN ROAD,07078,Short Hills,2023-07-25,2023-09-07,54,1618000,1598000,-1.24,Single Family,,"listing_scrape,nj_records"
17 HIGHLAND AVENUE,07078,Short Hills,2023-07-24,2023-09-12,55,1295000,1550000,19.69,Single Family,,"listing_scrape,nj_records"
16 TULIP LANE,07078,Short Hills,2023-07-27,2023-09-21,63,2325000,2380000,2.37,Single Family,,"listing_scrape,nj_records"
20 MIDHURST ROAD,07078,Short Hills,2023-08-15,2023-10-06,65,1595000,1725000,8.15,Single Family,,"listing_scrape,nj_records"
71 WESTERN DRIVE,07078,Short Hills,2023-06-14,2023-10-06,124,2850000,3000000,5.26,Single Family,year_built,"listing_scrape,nj_records"
1 CORA WAY,07078,Short Hills,2023-07-01,2023-10-13,120,4695000,4400000,-6.28,Single Family,,"listing_scrape,nj_records"
36 PARK PLACE,07078,Short Hills,2023-09-14,2023-11-07,59,1888000,1900000,0.64,Single Family,,"listing_scrape,nj_records"
145 PARSONAGE HILL ROAD,07078,Short Hills,2023-09-26,2023-11-10,50,1390000,1475000,6.12,Single Family,,"listing_scrape,nj_records"
39 RICHARD DRIVE,07078,Short Hills,2023-09-22,2023-11-10,65,3895000,3895000,0.0,Single Family,,"listing_scrape,nj_records"
27 BROOKLAWN DRIVE,07078,Short Hills,2023-10-04,2023-11-13,55,1895000,2105000,11.08,Single Family,,"listing_scrape,nj_records"
235 OLD SHORT HILLS ROAD,07078,Short Hills,2023-10-05,2023-11-15,45,1395000,1440000,3.23,Single Family,,"listing_scrape,nj_records"
46 PINE TERRACE EAST,07078,Short Hills,2023-11-01,2023-11-15,18,1098000,1230000,12.02,Single Family,,"listing_scrape,nj_records"
474 WHITE OAK RIDGE ROAD,07078,Short Hills,2023-07-23,2023-11-21,127,1499900,1450000,-3.33,Single Family,year_built,"listing_scrape,nj_records"
37 FARMSTEAD ROAD,07078,Short Hills,2023-11-15,2023-12-11,43,1500000,1755000,17.0,Single Family,,"listing_scrape,nj_records"
34 SOUTH TERRACE,07078,Short Hills,2023-12-06,2024-01-12,41,1795000,1800000,0.28,Single Family,lot_sqft,"listing_scrape,nj_records"
91 HIGHLAND AVENUE,07078,Short Hills,2023-11-14,2024-01-19,70,2998000,2900000,-3.27,Single Family,year_built,"listing_scrape,nj_records"
12 CHAUCER ROAD,07078,Short Hills,2023-12-09,2024-02-01,66,1988000,2178100,9.56,Single Family,year_built,"listing_scrape,nj_records"
7 TIOGA PASS,07078,Short Hills,2023-03-28,2024-02-01,324,3800000,4000000,5.26,Single Family,lot_sqft,"listing_scrape,nj_records"
2 OVERLOOK TERRACE,07078,Short Hills,2024-01-04,2024-03-04,74,1748000,1800000,2.97,Single Family,,"listing_scrape,nj_records"
303 TAYLOR ROAD SOUTH,07078,Short Hills,2024-01-17,2024-03-05,56,1675000,1800000,7.46,Single Family,,"listing_scrape,nj_records"
227 OLD SHORT HILLS ROAD,07078,Short Hills,2024-01-05,2024-03-06,65,2188000,2155000,-1.51,Single Family,,"listing_scrape,nj_records"
19 PARK CIRCLE,07078,Short Hills,2024-01-07,2024-03-08,66,1858000,1880000,1.18,Single Family,,"listing_scrape,nj_records"
19 WESTERN DRIVE,07078,Short Hills,2023-12-15,2024-03-11,96,2095000,1725000,-17.66,Single Family,,"listing_scrape,nj_records"
49 MEADOWBROOK ROAD,07078,Short Hills,2024-02-19,2024-04-12,57,1049000,1244000,18.59,Single Family,,"listing_scrape,nj_records"
88 TROY DRIVE,07078,Short Hills,2024-03-20,2024-04-16,40,1588000,2101000,32.3,Single Family,,"listing_scrape,nj_records"
12 AUDUBON COURT,07078,Short Hills,2024-02-27,2024-04-22,61,1895000,1778000,-6.17,Single Family,year_built,"listing_scrape,nj_records"
22 HAWTHORNE ROAD,07078,Short Hills,2024-02-28,2024-05-17,85,1895000,2255000,19.0,Single Family,,"listing_scrape,nj_records"
28 HAWTHORNE ROAD,07078,Short Hills,2024-04-24,2024-06-17,64,1695000,1956000,15.4,Single Family,,"listing_scrape,nj_records"
1 HIGHVIEW ROAD,07078,Short Hills,2024-04-24,2024-06-20,61,2995000,2995000,0.0,Single Family,,"listing_scrape,nj_records"
920 SOUTH ORANGE AVENUE,07078,Short Hills,2024-04-17,2024-06-20,70,1050000,1110000,5.71,Single Family,year_built,"listing_scrape,nj_records"
89 BROWNING ROAD,07078,Short Hills,2024-05-15,2024-06-21,42,2795000,2770000,-0.89,Single Family,,"listing_scrape,nj_records"
37 SLAYTON DRIVE,07078,Short Hills,2024-05-08,2024-07-02,60,2695000,2655000,-1.48,Single Family,,"listing_scrape,nj_records"
43 JEFFERSON AVENUE,07078,Short Hills,2024-04-24,2024-07-02,81,5495000,5250000,-4.46,Single Family,lot_sqft,"listing_scrape,nj_records"
24 CAMPBELL ROAD,07078,Short Hills,2024-02-09,2024-07-10,163,1580000,1500000,-5.06,Single Family,,"listing_scrape,nj_records"
16 SHERWOOD ROAD,07078,Short Hills,2024-06-12,2024-07-12,35,1795000,2165000,20.61,Single Family,,"listing_scrape,nj_records"
9 MEADOWBROOK ROAD,07078,Short Hills,2024-06-12,2024-07-15,43,1095000,1181000,7.85,Single Family,,"listing_scrape,nj_records"
36 SHERWOOD ROAD,07078,Short Hills,2024-06-07,2024-07-18,53,2095000,2188000,4.44,Single Family,year_built,"listing_scrape,nj_records"
460 WHITE OAK RIDGE ROAD,07078,Short Hills,2024-06-06,2024-07-18,54,1250000,1525000,22.0,Single Family,,"listing_scrape,nj_records"
59 ELMWOOD PLACE,07078,Short Hills,2024-05-29,2024-08-02,76,1395000,1650000,18.28,Single Family,,"listing_scrape,nj_records"
62 GREAT HILLS ROAD,07078,Short Hills,2024-06-04,2024-08-02,78,1975000,1940000,-1.77,Single Family,,"listing_scrape,nj_records"
265 BROOKHAVEN WAY,07078,Short Hills,2024-07-10,2024-08-06,40,2549000,2700000,5.92,Single Family,,"listing_scrape,nj_records"
34 DELBARTON DRIVE,07078,Short Hills,2024-05-15,2024-08-07,91,3150000,2800000,-11.11,Single Family,,"listing_scrape,nj_records"
274 FOREST DRIVE SOUTH,07078,Short Hills,2024-05-01,2024-08-13,120,2175000,2650000,21.84,Single Family,,"listing_scrape,nj_records"
168 OLD SHORT HILLS ROAD,07078,Short Hills,2024-06-26,2024-08-21,60,1298000,1560000,20.18,Single Family,,"listing_scrape,nj_records"
33 HOBART AVENUE,07078,Short Hills,2024-07-09,2024-09-13,70,2595000,2500000,-3.66,Single Family,,"listing_scrape,nj_records"
12 RYNDA ROAD,07079,South Orange,2023-05-17,2023-07-19,68,1350000,1450000,7.41,Single Family,,"listing_scrape,nj_records"
136 COLLEGE PLACE,07079,South Orange,2023-06-15,2023-07-20,42,779000,850000,9.11,Single Family,,"listing_scrape,nj_records"
183 GREAT HILLS DRIVE,07079,South Orange,2023-06-21,2023-08-02,56,1565000,1575000,0.64,Single Family,,"listing_scrape,nj_records"
516 HAMILTON ROAD,07079,South Orange,2023-05-28,2023-08-09,84,980000,999999,2.04,Single Family,,"listing_scrape,nj_records"
47 DUFFIELD DRIVE,07079,South Orange,2023-06-21,2023-08-11,67,1799000,1800000,0.06,Single Family,,"listing_scrape,nj_records"
410 RIDGEWOOD ROAD NORTH,07079,South Orange,2023-06-21,2023-08-18,63,975000,995000,2.05,Single Family,,"listing_scrape,nj_records"
441 OVERHILL ROAD,07079,South Orange,2023-06-16,2023-08-18,68,1495000,1450000,-3.01,Single Family,,"listing_scrape,nj_records"
201 UNDERHILL ROAD,07079,South Orange,2023-08-16,2023-09-12,33,850000,906000,6.59,Single Family,,"listing_scrape,nj_records"
365 IRVING AVENUE,07079,South Orange,2023-06-07,2023-09-13,102,715000,750000,4.9,Single Family,,"listing_scrape,nj_records"
1164 SOUTH ORANGE AVENUE,07079,South Orange,2023-09-05,2023-10-06,41,849000,874000,2.94,Multi-Family,sold_price,"listing_scrape,nj_records"
75 MAYHEW DRIVE,07079,South Orange,2023-07-05,2023-10-10,102,1195000,1210000,1.26,Single Family,,"listing_scrape,nj_records"
468 REDMOND ROAD,07079,South Orange,2023-08-23,2023-10-17,64,1149000,1180000,2.7,Single Family,garage,"listing_scrape,nj_records"
3 LENOX TERRACE,07079,South Orange,2023-09-12,2023-11-01,61,925000,999999,8.11,Single Family,,"listing_scrape,nj_records"
66 RIGGS PL,07079,South Orange,2023-09-01,2023-11-02,72,925000,1078000,16.54,Single Family,,"listing_scrape,nj_records"
273 VOSE AVENUE,07079,South Orange,2023-09-05,2023-11-21,83,675000,725000,7.41,Single Family,,"listing_scrape,nj_records"
187 CREST WOOD DRIVE,07079,South Orange,2023-11-11,2024-01-02,59,1050000,1101000,4.86,Single Family,,"listing_scrape,nj_records"
372 HARTFORD ROAD,07079,South Orange,2023-11-09,2024-02-09,98,985000,985000,0.0,Single Family,,"listing_scrape,nj_records"
180 RIDGEWOOD ROAD SOUTH,07079,South Orange,2024-01-10,2024-02-16,41,810000,950000,17.28,Single Family,,"listing_scrape,nj_records"
270 TICHENOR AVE,07079,South Orange,2024-01-27,2024-03-15,53,899880,975000,8.35,Single Family,,"listing_scrape,nj_records"
31 KINGMAN ROAD,07079,South Orange,2024-02-12,2024-03-18,45,839000,956000,13.95,Single Family,,"listing_scrape,nj_records"
327 WARWICK AVENUE,07079,South Orange,2024-01-31,2024-04-09,84,1489000,1569000,5.37,Single Family,year_built,"listing_scrape,nj_records"
7 FIELDING COURT,07079,South Orange,2024-03-06,2024-04-09,41,925000,1200000,29.73,Single Family,,"listing_scrape,nj_records"
63 WHITEOAK DRIVE,07079,South Orange,2024-03-07,2024-04-12,40,1495000,1655000,10.7,Single Family,,"listing_scrape,nj_records"
356 PROSPECT STREET,07079,South Orange,2024-02-27,2024-04-23,62,989000,1360000,37.51,Single Family,,"listing_scrape,nj_records"
28 HART DRIVE NORTH,07079,South Orange,2024-03-13,2024-04-24,46,929000,1350000,45.32,Single Family,,"listing_scrape,nj_records"
627 MOUNTAIN DRIVE,07079,South Orange,2024-04-03,2024-06-04,70,1275000,1533500,20.27,Single Family,,"listing_scrape,nj_records"
227 RIDGEWOOD ROAD SOUTH,07079,South Orange,2024-04-18,2024-06-05,62,859000,950000,10.59,Single Family,,"listing_scrape,nj_records"
1 CREST CIRCLE,07079,South Orange,2024-04-10,2024-06-07,75,1299000,1530000,17.78,Single Family,year_built,"listing_scrape,nj_records"
131 RYNDA ROAD,07079,South Orange,2024-04-10,2024-06-10,67,975000,1200500,23.13,Single Family,,"listing_scrape,nj_records"
191 GREAT HILLS DRIVE,07079,South Orange,2024-05-15,2024-06-14,39,1595000,1850000,15.99,Single Family,,"listing_scrape,nj_records"
206 NORTH WOODS DRIVE,07079,South Orange,2024-04-09,2024-06-18,76,1175000,1310000,11.49,Single Family,,"listing_scrape,nj_records"
305 PROSPECT STREET,07079,South Orange,2024-03-06,2024-06-20,113,1399000,1610000,15.08,Single Family,,"listing_scrape,nj_records"
342 RIDGEWOOD ROAD SOUTH,07079,South Orange,2024-03-20,2024-06-20,99,699000,675000,-3.43,Single Family,,"listing_scrape,nj_records"
15 FOSTER COURT,07079,South Orange,2024-05-17,2024-07-02,55,1495000,1400000,-6.35,Single Family,,"listing_scrape,nj_records"
287 SCOTLAND ROAD,07079,South Orange,2024-06-05,2024-07-08,41,899000,1100000,22.36,Single Family,,"listing_scrape,nj_records"
124 WYOMING AVE S,07079,South Orange,2024-05-16,2024-07-09,59,1049000,1200000,14.39,Single Family,,"listing_scrape,nj_records"
402 THORNDEN STREET,07079,South Orange,2024-06-05,2024-07-10,48,1049000,1320000,25.83,Single Family,,"listing_scrape,nj_records"
48 COTTAGE ST,07079,South Orange,2024-05-15,2024-07-10,60,699000,770000,10.16,Single Family,year_built,"listing_scrape,nj_records"
223 VOSE AVENUE,07079,South Orange,2024-05-01,2024-07-12,81,1100000,1079999,-1.82,Single Family,,"listing_scrape,nj_records"
348 TICHENOR AVENUE,07079,South Orange,2024-06-10,2024-07-17,45,650000,650000,0.0,Single Family,,"listing_scrape,nj_records"
125 HOLLAND ROAD,07079,South Orange,2024-05-29,2024-07-18,60,525000,600000,14.29,Single Family,,"listing_scrape,nj_records"
353 MEEKER ST,07079,South Orange,2024-06-12,2024-07-18,40,789000,905000,14.7,Single Family,,"listing_scrape,nj_records"
231 LINDSLEY AVE,07079,South Orange,2024-06-19,2024-07-24,41,625000,675000,8.0,Single Family,,"listing_scrape,nj_records"
115 SETON PLACE,07079,South Orange,2024-07-17,2024-08-23,41,650000,675000,3.85,Single Family,,"listing_scrape,nj_records"
714 VARSITY ROAD,07079,South Orange,2024-08-02,2024-09-12,53,539000,619000,14.84,Single Family,,"listing_scrape,nj_records"
22 UNIVERSAL AVE,07080,South Plainfield,2023-04-06,2023-07-06,103,450000,515000,14.44,Single Family,,"listing_scrape,nj_records"
253 FAIRMOUNT AVE,07080,South Plainfield,2023-06-12,2023-07-10,35,415000,425000,2.41,Single Family,,"listing_scrape,nj_records"
117 GARDEN DR,07080,South Plainfield,2023-04-23,2023-07-20,96,419000,430000,2.63,Single Family,,"listing_scrape,nj_records"
262 VAN FLEET AVE,07080,South Plainfield,2023-05-04,2023-08-01,98,535000,585000,9.35,Single Family,,"listing_scrape,nj_records"
1230 WALNUT ST,07080,South Plainfield,2023-05-27,2023-08-07,85,399900,430000,7.53,Single Family,,"listing_scrape,nj_records"
226 MERCHANTS AVE,07080,South Plainfield,2023-06-15,2023-08-10,62,460000,501000,8.91,Single Family,,"listing_scrape,nj_records"
118 FRANK COURT,07080,South Plainfield,2023-07-10,2023-08-25,50,365000,392000,7.4,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
51 DIANA DR,07080,South Plainfield,2023-06-29,2023-08-25,62,525000,580000,10.48,Single Family,,"listing_scrape,nj_records"
2014 BELL PLACE,07080,South Plainfield,2023-07-29,2023-09-14,57,325000,371100,14.18,Single Family,,"listing_scrape,nj_records"
127 TEN EYCK ST,07080,South Plainfield,2023-10-06,2023-11-07,41,389900,389900,0.0,Single Family,,"listing_scrape,nj_records"
2205 ORCHARD DR,07080,South Plainfield,2023-09-26,2023-11-08,48,599000,620000,3.51,Single Family,,"listing_scrape,nj_records"
3307 BANTA RD,07080,South Plainfield,2023-10-01,2023-11-11,49,389900,400000,2.59,Single Family,,"listing_scrape,nj_records"
1155 FOSTER AVE,07080,South Plainfield,2023-10-17,2023-11-21,40,579000,630000,8.81,Single Family,sqft,"listing_scrape,nj_records"
1264 SOUTH 10TH ST,07080,South Plainfield,2023-11-22,2024-01-17,67,469000,480000,2.35,Single Family,,"listing_scrape,nj_records"
156 OAK TREE AVE,07080,South Plainfield,2023-10-19,2024-03-06,147,539000,745000,38.22,Single Family,sold_price,"listing_scrape,nj_records"
225-227 WOOLWORTH AVE,07080,South Plainfield,2024-02-15,2024-04-05,56,759000,800000,5.4,Multi-Family,,"listing_scrape,nj_records"
1519 WEST 7TH ST,07080,South Plainfield,2024-02-19,2024-04-10,55,450000,425000,-5.56,Single Family,,"listing_scrape,nj_records"
3230 BRENDA PL,07080,South Plainfield,2024-02-26,2024-04-10,52,485000,575000,18.56,Single Family,sqft,"listing_scrape,nj_records"
628 ENGLISH COURT,07080,South Plainfield,2024-03-13,2024-04-12,40,394000,415000,5.33,Condo,,"listing_scrape,nj_records"
1144 TOMPKINS AVE,07080,South Plainfield,2024-04-17,2024-05-09,42,570000,570000,0.0,Single Family,,"listing_scrape,nj_records"
1408 IRVING ST,07080,South Plainfield,2024-03-22,2024-05-09,69,525000,500000,-4.76,Single Family,sold_date,"listing_scrape,nj_records"
3317 BANTA RD,07080,South Plainfield,2024-03-27,2024-05-09,47,440000,450000,2.27,Single Family,,"listing_scrape,nj_records"
3238 CLARK LA,07080,South Plainfield,2024-03-25,2024-05-23,66,569999,595000,4.39,Single Family,,"listing_scrape,nj_records"
106 CYBOWSKI CT,07080,South Plainfield,2024-04-06,2024-06-03,73,679900,680000,0.01,Single Family,,"listing_scrape,nj_records"
1910 GRANT AVE,07080,South Plainfield,2024-04-03,2024-06-03,77,430000,445000,3.49,Single Family,,"listing_scrape,nj_records"
1038 FLAKNE COURT,07080,South Plainfield,2024-04-26,2024-06-11,61,399900,410000,2.53,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
109 ARLINGTON AVE,07080,South Plainfield,2024-04-25,2024-06-13,56,450000,450000,0.0,Single Family,,"listing_scrape,nj_records"
201 OAKLAND AVE,07080,South Plainfield,2024-05-02,2024-06-18,52,474900,525000,10.55,Single Family,,"listing_scrape,nj_records"
1056 NEW MARKET AVE,07080,South Plainfield,2024-03-09,2024-07-01,122,450000,440000,-2.22,Single Family,,"listing_scrape,nj_records"
109 OAKLAND AVE,07080,South Plainfield,2024-05-18,2024-07-11,60,464000,485000,4.53,Single Family,year_built,"listing_scrape,nj_records"
1386 SCHINDLER DR,07080,South Plainfield,2024-05-08,2024-07-11,69,699000,705000,0.86,Single Family,sqft,"listing_scrape,nj_records"
216 TREMONT AVE,07080,South Plainfield,2024-06-12,2024-07-16,40,450000,500000,11.11,Single Family,,"listing_scrape,nj_records"
109 MAPLE PL,07080,South Plainfield,2024-06-05,2024-07-25,54,490000,502000,2.45,Single Family,year_built,"listing_scrape,nj_records"
142 JOAN ST,07080,South Plainfield,2024-06-25,2024-08-01,43,479919,465000,-3.11,Single Family,,"listing_scrape,nj_records"
14 JACKSON AVE,07080,South Plainfield,2024-06-29,2024-08-06,53,500000,525000,5.0,Single Family,,"listing_scrape,nj_records"
239 HOPKINSON ST,07080,South Plainfield,2024-06-13,2024-08-07,59,720000,700000,-2.78,Single Family,,"listing_scrape,nj_records"
564 WOODEN AVE,07080,South Plainfield,2024-06-17,2024-08-08,65,550000,592000,7.64,Multi-Family,,"listing_scrape,nj_records"
119 DUNHAM AVE,07080,South Plainfield,2024-07-26,2024-09-04,48,579900,685625,18.23,Single Family,,"listing_scrape,nj_records"
1050 NEW MARKET AVE,07080,South Plainfield,2024-07-01,2024-09-16,66,399000,450000,12.78,Single Family,,"listing_scrape,nj_records"
1520 CENTRAL AVE,07080,South Plainfield,2024-08-14,2024-10-01,53,699900,760000,8.59,Single Family,,"listing_scrape,nj_records"
613 STRASSLE WAY,07080,South Plainfield,2024-08-17,2024-10-09,58,457000,436500,-4.49,Condo,,"listing_scrape,nj_records"
119 PINE ST,07080,South Plainfield,2024-08-06,2024-10-18,77,562500,562500,0.0,Single Family,,"listing_scrape,nj_records"
120 FAULKS PLACE,07080,South Plainfield,2024-08-05,2024-10-18,78,550000,560000,1.82,Single Family,,"listing_scrape,nj_records"
1309 JOSEPH COURT,07080,South Plainfield,2024-07-29,2024-11-01,100,569900,610000,7.04,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
140 SPRAGUE AVE,07080,South Plainfield,2024-08-19,2024-11-05,87,499900,485000,-2.98,Single Family,,"listing_scrape,nj_records"
1003 WORTH DR,07080,South Plainfield,2024-09-18,2024-11-06,55,585000,590000,0.85,Single Family,,"listing_scrape,nj_records"
16 LEEDS DR,07080,South Plainfield,2024-09-06,2024-11-20,81,550000,570000,3.64,Single Family,,"listing_scrape,nj_records"
1572 PERSHING PL,07080,South Plainfield,2024-08-11,2024-12-02,119,649000,665000,2.47,Single Family,,"listing_scrape,nj_records"
172 MILLTOWN RD,07081,Springfield,2023-05-19,2023-07-07,53,479000,490000,2.3,Single Family,,"listing_scrape,nj_records"
76 TREE TOP DR,07081,Springfield,2023-05-30,2023-08-01,69,1419000,1700000,19.8,Single Family,,"listing_scrape,nj_records"
93 CALDWELL PL,07081,Springfield,2023-06-14,2023-08-04,63,514000,550000,7.0,Single Family,,"listing_scrape,nj_records"
990 CHIMNEY RIDGE DRIVE,07081,Springfield,2023-05-18,2023-08-15,94,1199000,1040000,-13.26,Single Family,,"listing_scrape,nj_records"
10 REDWOOD RD,07081,Springfield,2023-10-17,2023-11-09,28,599000,652500,8.93,Single Family,,"listing_scrape,nj_records"
78 SHERWOOD RD,07081,Springfield,2023-08-22,2023-11-10,96,524900,580000,10.5,Single Family,,"listing_scrape,nj_records"
178 LINDEN AVE,07081,Springfield,2023-07-24,2023-11-15,126,580000,565000,-2.59,Single Family,,"listing_scrape,nj_records"
17 HENSHAW AVE,07081,Springfield,2023-10-16,2023-12-19,72,679000,717000,5.6,Single Family,,"listing_scrape,nj_records"
90 HENSHAW AVE,07081,Springfield,2023-12-06,2024-02-07,67,550000,615000,11.82,Single Family,,"listing_scrape,nj_records"
240 MILLTOWN RD,07081,Springfield,2024-03-01,2024-04-17,53,475000,560000,17.89,Single Family,,"listing_scrape,nj_records"
